feat_price,feat_display_size,feat_refreshrate,feat_timpderaspuns,feat_brightness,feat_recomandatpentru,feat_tippanel,profile_budget_tier,profile_gamer_competitive,profile_creative_oled,profile_office_standard,profile_photo_video_editing,profile_budget_multimedia,profile_balanced_allround,target_score
1.1956242598017828,0.16911764705882354,0.4909090909090909,1.0823882588392262,0.05131578947368421,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8707006840826604
1.1939038833135946,0.2058823529411765,0.4909090909090909,1.0823882588392262,0.05131578947368421,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.85969468335919
1.1855263978058965,0.2058823529411765,0.4909090909090909,1.089726484322882,0.06842105263157895,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8499122164457517
1.184703422053232,0.2058823529411765,0.5181818181818182,1.0640426951300868,0.034210526315789476,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8890253103613713
1.1796544910552889,0.27205882352941174,0.5181818181818182,1.0823882588392262,0.034210526315789476,1.4,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.891811642670679
1.1823848407405098,0.125,0.75,0.9172781854569714,0.017105263157894738,0.7,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8504755286619539
1.1833944399426541,0.27205882352941174,0.5454545454545454,1.089726484322882,0.034210526315789476,1.4,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9172366439093784
1.1622265162376113,0.2058823529411765,0.6000000000000001,1.0996330887258172,0.017105263157894738,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8975189567263899
1.174044567724241,0.2058823529411765,0.5454545454545454,1.089726484322882,0.06842105263157895,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9144138807456623
1.1873213862743877,0.2058823529411765,0.5454545454545454,1.089726484322882,0.034210526315789476,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8620717033600691
1.1617027363959358,0.2058823529411765,0.6000000000000001,1.0640426951300868,0.06842105263157895,1.4,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8619937995533087
1.1450599638471608,0.2058823529411765,0.6000000000000001,1.0996330887258172,0.2736842105263158,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8867600268995117
1.1497348999563672,0.2058823529411765,0.6000000000000001,1.0996330887258172,0.2736842105263158,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9010654647059155
1.166564856946955,0.27205882352941174,0.6000000000000001,1.0640426951300868,0.06842105263157895,1.4,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9287166559195066
1.1568035903509317,0.2058823529411765,0.6000000000000001,1.0996330887258172,0.2736842105263158,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9070521942254459
1.1641337031727232,0.2058823529411765,0.6000000000000001,1.0640426951300868,0.06842105263157895,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8896824633147211
1.1871345758274636,0.2058823529411765,0.6000000000000001,1.0823882588392262,0.05131578947368421,1.4,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8801211516500711
1.1908743377173845,0.2058823529411765,0.6000000000000001,1.089726484322882,0.034210526315789476,1.4,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9277010895932692
1.1418810072929002,0.2058823529411765,0.6000000000000001,1.0996330887258172,0.4447368421052632,1.4,1.4,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8979853478502817
1.1833944399426541,0.16911764705882354,0.6545454545454545,1.0640426951300868,0.1368421052631579,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9511581892492298
1.1544098360655737,0.2058823529411765,0.6000000000000001,1.0996330887258172,0.4447368421052632,1.4,1.4,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9149963364092184
1.1741195536994327,0.2058823529411765,0.6545454545454545,1.089726484322882,0.034210526315789476,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9527115678077088
1.182160443807268,0.2058823529411765,0.6545454545454545,1.0823882588392262,0.034210526315789476,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9346694936304992
1.1892289472043882,0.16911764705882354,0.6545454545454545,1.0823882588392262,0.017105263157894738,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9185151175818479
1.1893783581624384,0.16911764705882354,0.6545454545454545,1.0823882588392262,0.017105263157894738,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9109077007379924
1.1762887240541045,0.2058823529411765,0.6545454545454545,1.089726484322882,0.06842105263157895,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9157867779151061
1.1880693760518606,0.16911764705882354,0.6818181818181818,1.089726484322882,0.034210526315789476,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9409514043261769
1.1866857819609797,0.16911764705882354,0.6818181818181818,1.089726484322882,0.06842105263157895,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.934667784388628
1.1893783581624384,0.16911764705882354,0.6818181818181818,1.089726484322882,0.06842105263157895,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9219801046185132
1.1899395374929875,0.16911764705882354,0.6818181818181818,1.089726484322882,0.06842105263157895,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9306961989568362
1.1790188867418812,0.2058823529411765,0.7090909090909091,1.0640426951300868,0.06842105263157895,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9357256388144344
1.1927444991585114,0.16911764705882354,0.7090909090909091,1.0640426951300868,0.034210526315789476,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.8929947925689432
1.179467680608365,0.2058823529411765,0.7090909090909091,1.0787191460973984,0.05131578947368421,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9468698010742079
1.1179453344137629,0.2058823529411765,0.8181818181818181,1.0996330887258172,0.017105263157894738,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9255564230300252
1.145994951069002,0.2058823529411765,0.8181818181818181,1.0996330887258172,0.017105263157894738,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9297063778991701
1.1787195038334475,0.2058823529411765,0.7090909090909091,1.0640426951300868,0.65,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9192903881190807
1.135897089073116,0.2058823529411765,0.8181818181818181,1.0996330887258172,0.2736842105263158,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9225178965734065
1.1351492862930874,0.2058823529411765,0.8181818181818181,1.0640426951300868,0.10263157894736842,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9318127442497053
1.143189989403478,0.2058823529411765,0.8181818181818181,1.0996330887258172,0.2736842105263158,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9461970937722747
1.1472667206881506,0.1632352941176471,0.9272727272727272,1.0640426951300868,0.04105263157894737,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1237422551891791,0.2058823529411765,1.2000000000000002,1.0996330887258172,0.2736842105263158,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.989482406482096
1.1805894782771302,0.16911764705882354,0.9818181818181818,1.089726484322882,0.05131578947368421,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1345134949822353,0.2058823529411765,1.2000000000000002,1.0996330887258172,0.2736842105263158,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.177522907186935,0.16176470588235295,0.8999999999999999,1.089726484322882,0.06842105263157895,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1590847721747801,0.16911764705882354,1.2000000000000002,1.0823882588392262,0.06842105263157895,1.4,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9984511307854801
1.0958796359783083,0.1632352941176471,1.4727272727272727,1.0823882588392262,0.04105263157894737,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9760941247280152
1.1142053855263978,0.16176470588235295,1.5,1.0970647098065378,0.06842105263157895,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1403850277379541,0.2058823529411765,1.1454545454545455,1.0996330887258172,0.025657894736842105,1.4,1.4,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1322880383968086,0.2058823529411765,1.2000000000000002,1.0996330887258172,0.034210526315789476,1.4,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.9663468261175463
0.025169856011967796,0.9117647058823528,0.0,0.5870580386924618,1.1289473684210527,0.7,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.25808283677489136
0.0,1.5,0.0,0.8622414943295531,0.2736842105263158,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.34361129304178345
1.161628124415633,0.0,0.0,0.0,0.10263157894736842,0.7,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.3453679163543279
1.17849529389765,0.0,0.0,0.0,0.10263157894736842,0.7,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.3793614532895884
1.1931558935361217,0.038235294117647055,0.0,0.0,0.034210526315789476,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.38735015160081704
0.5829458330736147,1.2426470588235294,0.0,0.8072048032021348,0.10263157894736842,0.7,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5265576628801149
0.546144736021941,1.3529411764705883,0.0,0.8805870580386925,0.10263157894736842,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5160393753408903
0.6402418500280495,1.25,0.0,0.8072048032021348,0.17105263157894737,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5009832656723339
0.9954621953499968,0.2058823529411765,0.0,0.55,0.1368421052631579,1.3299999999999998,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5178737280746871
1.0197718631178707,0.2058823529411765,0.0,0.55,0.1368421052631579,1.3299999999999998,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5260578992758392
1.0216418375615532,0.2058823529411765,0.0,0.55,0.1368421052631579,1.3299999999999998,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.4931690862567896
1.0305055164246089,0.2058823529411765,0.0,0.55,0.1368421052631579,1.3299999999999998,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.4905322995138151
1.0305055164246089,0.2058823529411765,0.0,0.55,0.1368421052631579,1.3299999999999998,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5084195056640474
0.6929003303621518,1.25,0.0,0.8072048032021348,0.10263157894736842,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5260427559241899
1.0562363647696815,0.2058823529411765,0.0,0.55,0.1368421052631579,1.3299999999999998,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5166299307323621
1.0567973571027862,0.2058823529411765,0.0,0.55,0.1368421052631579,1.3299999999999998,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.48246123668425217
1.0567973571027862,0.2058823529411765,0.0,0.55,0.1368421052631579,1.3299999999999998,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.4979446774490553
1.1325313220719317,0.15882352941176472,0.0,0.5870580386924618,0.017105263157894738,0.7,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5171892426935342
0.8785887926198341,0.2058823529411765,0.16363636363636364,0.55,0.6157894736842106,1.3299999999999998,0.7,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5330391466576454
1.0823786074923643,0.2058823529411765,0.0,0.5870580386924618,0.05131578947368421,1.3299999999999998,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5836629150778093
0.9199152278252197,1.0588235294117647,0.0,0.7338225483655771,0.10263157894736842,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5166042599547083
1.1536994327744188,0.08823529411764705,0.0,0.5870580386924618,0.017105263157894738,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5619048115595286
0.7456710091628748,0.6176470588235294,0.0,0.8805870580386925,1.3,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5912974019112369
1.0189116748737768,1.051470588235294,0.0,0.7338225483655771,0.05131578947368421,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6147411113661816
0.8435454715452222,0.6176470588235294,0.0,0.8805870580386925,0.9578947368421052,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5688679061732204
1.1901265349373558,0.15882352941176472,0.04090909090909091,0.5870580386924618,0.034210526315789476,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5877197763935432
1.1398242224022936,0.27941176470588236,0.0,0.7338225483655771,0.06842105263157895,0.7,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5935111606353766
1.1498846849093063,0.5441176470588235,0.0,0.7338225483655771,0.05131578947368421,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5922681252992136
1.0961042199089945,0.3529411764705882,0.0,0.8072048032021348,0.17105263157894737,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5893786068657229
1.037574019821729,0.9117647058823528,0.0,0.8072048032021348,0.10263157894736842,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6001614581170199
1.1951380664464253,0.014705882352941176,0.0,0.7338225483655771,0.017105263157894738,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.549892565326395
1.1933428909804897,0.038235294117647055,0.0,0.7338225483655771,0.017105263157894738,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.61445832083906
1.1952876644019197,0.038235294117647055,0.0,0.7338225483655771,0.017105263157894738,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6038689601494789
1.1052670946830394,0.7647058823529411,0.0,0.8072048032021348,0.05131578947368421,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.598918572310187
1.1020133391510316,0.7647058823529411,0.0,0.8072048032021348,0.10263157894736842,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6450944824223268
1.134102100604625,0.4411764705882353,0.0,0.8072048032021348,0.17105263157894737,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5910595794249556
1.122396060587172,0.6176470588235294,0.0,0.8072048032021348,0.10263157894736842,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5968391053061488
1.1314093374057221,0.6176470588235294,0.0,0.8072048032021348,0.05131578947368421,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6455076101754865
1.0952814311537742,0.7647058823529411,0.0,0.8072048032021348,0.06842105263157895,0.7,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5891363463361688
1.1535498348189241,0.4411764705882353,0.0,0.8072048032021348,0.05131578947368421,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5949362022837932
1.1439755656672692,0.611764705882353,0.0,0.8072048032021348,0.06842105263157895,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6065167360670011
1.126584803341021,0.7573529411764706,0.0,0.8072048032021348,0.06842105263157895,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6262936260013197
1.1345134949822353,0.5441176470588235,0.0,0.8072048032021348,0.10263157894736842,0.7,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6145169755017162
1.1514554634419996,0.4411764705882353,0.0,0.8072048032021348,0.10263157894736842,0.7,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.5857554366951085
1.1020507386399052,0.6176470588235294,0.0,0.8072048032021348,0.06842105263157895,0.9799999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6013087252637204
1.1711649940784141,0.27205882352941174,0.0,0.8622414943295531,0.05131578947368421,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6080190640445433
1.077890668827526,0.2058823529411765,0.0,0.9172781854569714,0.05131578947368421,0.9799999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6197687941428976
1.1247148288973383,0.27205882352941174,0.0,0.9172781854569714,0.08552631578947369,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.632131881616231
1.1798416754971015,0.2058823529411765,0.0,0.8072048032021348,0.06842105263157895,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.632593160598185
1.174530948077043,0.15882352941176472,0.0,0.8438959306204137,0.017105263157894738,1.1199999999999999,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.589463007801047
1.1855637972947703,0.2058823529411765,0.0,0.8072048032021348,0.06842105263157895,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6470627896331832
1.155831203640217,0.2058823529411765,0.0,0.8805870580386925,0.034210526315789476,0.9799999999999999,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6324506723519283
1.0892780651997755,0.3602941176470588,0.0,0.9172781854569714,0.034210526315789476,0.9799999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.656575643107391
1.183245028984604,0.014705882352941176,0.0,0.8438959306204137,0.06842105263157895,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6377742360575416
1.1704170043009412,0.4411764705882353,0.0,0.8072048032021348,0.65,0.7,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6520707482779934
1.1437511687340272,0.2058823529411765,0.0,0.9172781854569714,0.10263157894736842,0.7,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6410839024294437
1.0593031228573209,0.27205882352941174,0.0,0.9172781854569714,0.1368421052631579,1.3299999999999998,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6595466400613917
1.084024185002805,0.5294117647058824,0.0,0.9172781854569714,0.05131578947368421,0.9799999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6439748162424543
1.1754117060400175,0.06323529411764707,0.0,0.8805870580386925,0.034210526315789476,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6352406794544903
1.0901951006669575,0.2058823529411765,0.0,0.9172781854569714,0.10263157894736842,1.3299999999999998,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6831918895041966
1.1894907436265036,0.004411764705882363,0.0,0.8805870580386925,0.017105263157894738,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6563296133719154
1.1887214361403728,0.014705882352941176,0.0,0.8805870580386925,0.017105263157894738,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6501503861484483
1.1905753288038396,0.014705882352941176,0.0,0.8805870580386925,0.017105263157894738,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6136531845778833
1.1164495418562612,0.4338235294117647,0.0,0.9172781854569714,0.05131578947368421,0.9799999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6134578817755895
1.1352240852708346,0.27205882352941174,0.0,0.9172781854569714,0.06842105263157895,0.9799999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6454629661284687
1.143750981736583,0.3088235294117647,0.0,0.9172781854569714,0.034210526315789476,0.9099999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6426368516403811
1.190313532381724,0.038235294117647055,0.0,0.8805870580386925,0.017105263157894738,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6275929447034969
1.1425169856011967,0.22352941176470587,0.0,0.9172781854569714,0.06842105263157895,0.9799999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6428275960535785
1.1947640715576886,0.014705882352941176,0.0,0.8805870580386925,0.017105263157894738,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6720900567830678
1.1929314966028797,0.038235294117647055,0.0,0.8805870580386925,0.017105263157894738,1.1199999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6544948488156356
1.0766190862058218,0.5294117647058824,0.0,0.9539693128752503,0.05131578947368421,0.9799999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6186677932784831
1.1764009225207255,0.038235294117647055,0.0,0.9172781854569714,0.017105263157894738,0.9799999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6392698166231089
1.1487627002430967,0.22352941176470587,0.0,0.9172781854569714,0.06842105263157895,0.9799999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6256058175100199
1.173670759832949,0.15882352941176472,0.0,0.9172781854569714,0.017105263157894738,0.9099999999999999,1.19,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6346537191713612
1.1775603066758087,0.125,0.04090909090909091,0.8622414943295531,0.017105263157894738,1.1199999999999999,1.0499999999999998,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.6347563121426294
1.1600197593966215,0.2058823529411765,0.4909090909090909,1.0640426951300868,0.08552631578947369,1.4,1.19,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.765067434302086
1.1918093249392259,0.2058823529411765,0.4909090909090909,1.0640426951300868,0.034210526315789476,1.4,1.19,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.7495870893381978
1.1910613351617527,0.1764705882352941,0.4909090909090909,1.0640426951300868,0.06842105263157895,1.4,1.19,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.7722847078131678
1.126734214299071,0.27205882352941174,0.4909090909090909,1.0996330887258172,0.2736842105263158,1.4,0.7,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.7636350711391746
