feat_price,feat_noise_canceling,feat_type,feat_microphone,profile_budget_tier,profile_audiophile_premium,profile_workout_wireless,profile_commute_anc,profile_budget_wireless,profile_calls_voip,profile_gaming_headset,target_score
1.1877828745312526,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8585521076387681
0.6380054411456949,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8057605075355977
0.6380054411456949,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8440937664976542
0.6380054411456949,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.82741856351908
1.18981227481745,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8410302482240813
1.1945701664583344,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8201557933443709
1.1986425416145836,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8518168948361146
1.2,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8367868481080813
0.678729192708186,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8278556564443605
0.678729192708186,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8412040755644518
0.678729192708186,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8366534389639735
0.7228465902342182,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8674477545988655
0.773751279687332,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8527836119563819
0.773751279687332,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8757921129015582
0.8009004473956596,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8942666036543321
0.8144750312498231,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8920115805739427
0.8144750312498231,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.918289939317862
0.8619860747393964,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9242988653120816
0.9094971182289693,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9261360892964239
0.9094971182289693,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9306194871811923
0.9094971182289693,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9321990162608788
0.916284410156051,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9368470252289435
0.916284410156051,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8922678732323148
0.916284410156051,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.92275050723022
0.9298589940102148,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9040829076104752
0.9502208697914604,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9668232916666385
0.9502208697914604,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9400406823173902
0.9705827455727061,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9448768374669614
0.9705827455727061,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9666796031012185
0.9787342831771313,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9601870412347076
0.9801664017737456,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9296943691880578
0.9801731890656726,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9508514475530088
1.018093789062279,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9595076123966043
1.0181005763542061,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9313227894169254
1.0181005763542061,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9524079225243024
1.0316751602083698,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9675332965774538
1.0466004151560229,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9743923104716422
1.0520302486976882,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9490429629594275
1.0520302486976882,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0568492259659164,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9784172130743464
1.0588175406247702,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9819339808805533
1.0751138285416937,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9951870344365371
1.079186203697943,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9729098733402881
1.083258578854192,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9992957146296363
1.083258578854192,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9828271022466187
1.083258578854192,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9722368843540385
1.0859667083330975,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0905820668435133,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.094118245937523,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0959236655901268,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1076928297916866,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9887391635274624
1.1076928297916866,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9671993810753392
1.1076928297916866,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1444256537010538,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.42056201782833486
0.08144750312498235,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.41293409854576624
0.5158341864582214,0.22000000000000003,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.4349345876585927
0.30952766104264107,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.4821891626034032
0.726240236197759,0.22000000000000003,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5017077884263069
0.4479612671874028,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5522499523330501
0.4487621676347984,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5868055325567956
0.47511722218765734,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5615480790491939
0.4832619725001555,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5734221831908461
0.5090468945311395,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6043674152166502
0.5321236870832178,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5772576846027704
0.5321236870832178,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6260502199738103
0.5619877715623781,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6361609218125881
0.5769198138019581,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5991865283006396
0.58370710572904,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5927533977082335
0.5938880436196627,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6219918357879765
0.6312181492186131,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6148208795388189
0.6312249365105401,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5986427693757638
0.641426236276944,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6511491246428656
0.6447927330727766,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6510909819634743
0.10180937890622789,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6324519154966785
0.678729192708186,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6139813787152107
0.678729192708186,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6146481487654265
1.018093789062279,0.22000000000000003,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6448261258648093
1.018093789062279,0.22000000000000003,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6326841194063255
1.0221729515104552,0.22000000000000003,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6373593735301294
0.7466021119790046,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6846312160346577
0.7466021119790046,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6788555392819088
0.7466021119790046,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6917548065434099
0.7466021119790046,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6443794884659125
0.7533894039060866,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6598234494740918
1.0880096832031492,0.22000000000000003,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6835655468515366
0.7805385716144139,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.685630159325557
0.7941131554685777,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7123068559857885
1.1334777518226706,0.22000000000000003,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6935128487587692
1.142301231327877,0.22000000000000003,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7253082230114778
0.8144750312498231,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6999455881116038
0.8144750312498231,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7103885810289141
0.8144750312498231,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6826749331414518
0.8144750312498231,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6894309763148208
0.8307713191667467,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7133554024763288
0.8421400331446088,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7315757520679673
0.8484114908852325,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7162066106351975
0.8484114908852325,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6999584362102901
0.8551987828123144,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7316639001539177
0.8619860747393964,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6627729543521218
0.8619860747393964,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6781678374475819
0.8619860747393964,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7202452119510871
0.8619860747393964,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7068946946027819
0.8633435331248126,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7192218660830763
0.3257900124999292,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7129756550442011
0.3257900124999292,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7231064184876398
0.3257900124999292,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6953994481756984
0.3257900124999292,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7230972263171561
0.3257900124999292,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7315757951597139
0.8891352424477237,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7410048512138172
0.8911782173177752,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7576160187303914
0.9094971182289693,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7289617917483454
0.9094971182289693,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7295580446152412
0.9298589940102148,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7011023573379256
0.9332526399737557,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7221852425558182
0.9502208697914604,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7351901488843753
0.9594651613961459,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7634568180294043
0.9610873241667185,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7308267878736188
0.9624447825521348,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7594726763332615
0.9637954536456241,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7440100118539766
0.9638022409375513,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7405015792188634
0.967189099609165,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7502679895330935
0.9773700374997878,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.741209974576924
0.42759939140615716,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.740536678349234
0.9950169965102007,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7214252364835363
0.9950169965102007,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7505618704527808
1.0045192052081153,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7494150507564796
0.45474855911448464,1.1,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7487791151815789
1.0077703180411874,0.55,0.55,1.5,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7685471370022374
1.167420998750007,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6868623264256027
1.1699526586388085,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6785972920343892
1.1706517497072981,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6939345277368332
1.1728508322916724,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6857665335469899
1.1734006029377662,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6684114390099046
1.1742015033851618,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6651388642216668
1.1755657490625053,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6807945435960147
1.1769232074479217,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6861548429738632
1.1769232074479217,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.7026363869164551
1.178280665833338,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6986443635897748
1.1816878863807332,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6643463613678496
1.1837104993750034,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6733463847490178
1.1877828745312526,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6892310721953608
1.18981227481745,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6973820675213305
1.1945701664583344,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6952971150468391
1.1986425416145836,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6756643747615589
1.2,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.652002880284763
0.10180937890622789,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8291680827778203
0.3257900124999292,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8779307965884644
0.3257900124999292,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.879322637890563
0.3257900124999292,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8505045388333884
0.3257900124999292,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8733695185198616
0.3257900124999292,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8851026134415118
0.42759939140615716,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8600587367879985
0.45474855911448464,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9080112522771806
0.5429833541665487,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8875518097544858
0.6380054411456949,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9301528290375429
0.6380054411456949,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8943315178704919
0.6380054411456949,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8844680571283263
0.678729192708186,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9000798844436018
0.678729192708186,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9073396617788897
0.678729192708186,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9014730261050065
0.7228465902342182,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9095181580512688
0.773751279687332,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9258200612942876
0.773751279687332,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9157171709048358
0.8009004473956596,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9206465487246744
0.8144750312498231,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.889198287771138
0.8144750312498231,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9312167760753993
0.8619860747393964,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9265478168315205
0.9094971182289693,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9654868094251752
0.9094971182289693,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9144896464704386
0.9094971182289693,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8971150432455275
0.916284410156051,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9463493292698562
0.916284410156051,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9409184997575154
0.916284410156051,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9138192989806324
0.9298589940102148,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.904806999442649
0.9502208697914604,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9682709418836297
0.9502208697914604,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9658052150820795
0.9705827455727061,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.8898949008230344
0.9705827455727061,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.930479575412027
0.9787342831771313,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9737769955932959
0.9801664017737456,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9311210823625412
0.9801731890656726,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9308307958471412
1.018093789062279,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9389379164747335
1.0181005763542061,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9221758705615334
1.0181005763542061,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9104982951523357
1.0316751602083698,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9670587754030668
1.0466004151560229,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9107038051204657
1.0520302486976882,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9530735799481844
1.0520302486976882,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9658597407611623
1.0568492259659164,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9196056017267599
1.0588175406247702,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9303497924298454
1.0751138285416937,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.974796274240925
1.079186203697943,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9616147306230766
1.083258578854192,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9390353878264006
1.083258578854192,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9754260820312018
1.083258578854192,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9755118164330645
1.0859667083330975,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.957044252645012
1.0905820668435133,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9341407607387261
1.094118245937523,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9442433432157228
1.0959236655901268,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9584281167114127
1.1076928297916866,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9501544398536843
1.1076928297916866,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9727054800013311
1.1076928297916866,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9233308548344473
1.1444256537010538,1.1,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.9278674016792019
0.5158341864582214,0.22000000000000003,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.4375584833190468
0.726240236197759,0.22000000000000003,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.4460274696611285
1.018093789062279,0.22000000000000003,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.4737187974000326
1.018093789062279,0.22000000000000003,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.4508986353104995
1.0221729515104552,0.22000000000000003,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.4870755993449695
1.0880096832031492,0.22000000000000003,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.49248757317364605
1.1334777518226706,0.22000000000000003,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.5113485121205631
1.142301231327877,0.22000000000000003,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.5005761675924068
0.0,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.5494312517685236
0.08144750312498235,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.5841074609779925
0.30952766104264107,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.5580764519563042
0.4479612671874028,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.6094737497089727
0.4487621676347984,0.55,0.55,1.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.5654064491660511
